gene,CDS length,essentiality,SNV,InDel,lethal,Local CDS length,Local Intron length,Monroe CDS Count,Monroe intron Count,Weng CDS Count,Weng intron Count,Counts of AT homomeric runs (size >= 3bp) in CDS,Total length of AT homomeric runs (size >= 3bp) in CDS,Counts of AT homomeric runs (size >= 3bp) in intron,Total length of AT homomeric runs (size >= 3bp) in intron
AT1G77860,1056,MRP,0,0,Non-lethal,1056,760,0,0,0,0,38,120,42,151
AT1G78000,1962,CLB,0,0,Non-lethal,1962,1121,0,0,0,0,64,204,71,248
AT1G78240,2055,ESN,0,0,Lethal,2055,896,0,0,0,0,65,219,61,224
AT1G78290,1032,CND,0.004844961,0,Non-lethal,1032,421,0,0,0,0,37,122,38,148
AT1G78390,1974,CLB,0.001013171,0,Non-lethal,1974,0,0,0,0,0,83,275,0,0
AT1G78570,2010,MRP,0.000497512,0,Non-lethal,2010,327,0,0,0,0,54,176,18,59
AT1G78580,2829,ESN,0.001060445,0.001413927,Lethal,2829,5383,0,4,0,0,79,260,311,1188
AT1G78590,954,CND,0,0,Non-lethal,954,832,0,0,0,0,29,97,56,204
AT1G78630,726,ESN,0,0,Lethal,726,684,0,0,0,0,20,69,43,143
AT1G78770,1632,ESN,0,0.000612745,Lethal,1632,2221,0,0,0,0,50,163,112,388
AT1G78870,639,CND,0,0,Non-lethal,465,1150,0,0,0,0,12,39,66,230
AT1G78900,1872,ESN,0.003205128,0,Lethal,1872,2392,0,0,0,0,62,204,145,523
AT1G79000,5341,MRP,0.003294574,0.000387597,Non-lethal,5226,2350,0,0,1,0,185,623,159,584
AT1G79040,423,CLB,0,0,Non-lethal,423,274,0,0,0,0,8,25,13,48
AT1G79230,1439,ESN,0,0,Lethal,1140,1716,0,0,0,0,35,119,92,324
AT1G79280,6585,MRP,0.003647898,0,Non-lethal,6348,7286,0,0,0,0,206,717,431,1584
AT1G79350,3888,ESN,0.003343621,0,Lethal,3888,4499,0,0,0,0,132,441,241,882
AT1G79440,1587,MRP,0.010712035,0.001260239,Non-lethal,1587,3164,0,0,0,0,45,155,154,577
AT1G79460,2358,MRP,0,0,Non-lethal,2358,1620,0,0,0,0,104,343,88,312
AT1G79490,2511,ESN,0.001592991,0,Lethal,2511,0,0,0,0,0,106,350,0,0
AT1G79560,3027,ESN,0.001982161,0,Lethal,3027,2306,0,0,0,0,118,414,110,391
AT1G79580,1116,CLB,0,0,Non-lethal,1116,1013,0,0,0,0,34,109,53,181
AT1G79650,1316,MRP,0.000897263,0,Non-lethal,1188,1539,0,0,0,0,43,142,81,279
AT1G79810,1053,ESN,0,0,Lethal,1002,1211,0,0,0,0,32,105,68,248
AT1G79840,2409,CLB,0.001530055,0,Non-lethal,2331,1590,0,0,0,0,58,187,65,228
AT1G79850,450,MRP,0,0.002222222,Non-lethal,450,0,0,0,0,0,7,23,0,0
AT1G79940,2625,ESN,0.000501442,0,Lethal,2064,1470,0,0,0,0,62,207,84,302
AT1G80070,7080,ESN,0.000847458,0,Lethal,7080,2443,0,0,0,0,225,739,154,548
AT1G80080,1491,CLB,0,0,Non-lethal,1491,0,0,0,0,0,44,146,0,0
AT1G80100,599,CLB,0,0,Non-lethal,465,370,0,0,0,0,6,20,18,59
AT1G80260,2988,ESN,0,0,Lethal,2988,1600,0,0,0,0,113,378,99,347
AT1G80350,1572,MRP,0.000636132,0,Non-lethal,1572,980,0,0,0,0,42,145,55,185
AT1G80380,2128,ESN,0.001426243,0,Lethal,1371,1082,0,0,0,0,49,164,66,250
AT1G80410,2936,ESN,0,0.000368324,Lethal,2736,4318,0,0,0,0,112,381,235,875
AT1G80420,1112,CND,0,0,Non-lethal,1062,987,0,0,0,0,38,138,60,233
AT1G80680,3141,MRP,0.00031837,0,Non-lethal,3141,1130,0,0,0,0,121,393,48,175
AT1G80760,918,CND,0,0,Non-lethal,918,458,0,0,0,0,20,61,24,88
AT1G80770,1426,MRP,0.000825083,0,Non-lethal,1356,1165,0,0,0,0,56,183,65,227
AT1G80830,1599,CND,0.000625391,0,Non-lethal,1599,980,0,0,0,0,55,177,63,230
AT2G01110,1023,ESN,0,0,Lethal,1023,280,0,0,0,0,32,103,10,36
AT2G01140,1176,MRP,0,0,Non-lethal,1176,310,0,0,0,0,17,55,16,55
AT2G01190,2163,ESN,0,0,Lethal,2163,111,0,0,0,0,27,84,3,9
AT2G01290,798,MRP,0,0,Non-lethal,798,0,0,0,0,0,17,54,0,0
AT2G01350,1420,ESN,0,0,Lethal,1047,831,0,0,0,0,29,96,56,193
AT2G01390,1734,ESN,0.000576701,0,Lethal,1734,148,0,0,0,0,58,194,10,36
AT2G01420,3034,ESN,0.006233062,0,Non-lethal,1851,871,0,0,0,0,49,162,51,198
AT2G01570,1764,MRP,0.000566893,0,Non-lethal,1764,0,0,0,0,0,49,160,0,0
AT2G01735,1080,ESN,0,0.000925926,Lethal,1080,317,0,0,0,0,30,100,23,86
AT2G01830,3786,MRP,0.000312793,0.000312793,Non-lethal,3243,1442,0,0,1,0,123,408,117,420
AT2G01860,1461,ESN,0,0,Lethal,1461,0,0,0,0,0,59,193,0,0
AT2G01918,564,CLB,0.003546099,0,Non-lethal,564,861,0,0,0,0,24,85,66,225
AT2G01940,2815,MRP,0.012533333,0.000533333,Non-lethal,1341,925,0,0,0,0,50,177,77,296
AT2G01950,3432,MRP,0.002039627,0.000291375,Non-lethal,3432,0,0,0,0,0,136,446,0,0
AT2G01980,3441,CND,0,0,Non-lethal,3441,2635,0,0,0,0,143,493,132,502
AT2G02150,2286,ESN,0.001312336,0,Lethal,2286,0,0,0,0,0,104,357,0,0
AT2G02220,3027,MRP,0.004294681,0.00066072,Non-lethal,3027,0,0,0,0,0,113,369,0,0
AT2G02480,3657,CLB,0.000273448,0.000273448,Non-lethal,3657,730,0,0,0,0,141,485,54,204
AT2G02500,909,ESN,0.0110011,0,Lethal,909,1162,0,0,0,0,38,137,81,315
AT2G02560,3830,MRP,0.000273448,0,Non-lethal,3660,3714,0,0,0,0,135,445,209,759
AT2G02810,999,CLB,0,0.001001001,Non-lethal,999,648,0,0,0,1,31,100,27,99
AT2G02950,1320,CND,0,0,Non-lethal,1320,0,0,0,0,0,41,137,0,0
AT2G02955,2001,ESN,0,0.001999,Lethal,2001,180,0,0,0,0,74,247,9,30
AT2G03050,852,ESN,0.001173709,0,Lethal,852,0,0,0,0,0,30,101,0,0
AT2G03120,1035,ESN,0.000966184,0,Lethal,1035,1495,0,0,0,0,38,127,102,380
AT2G03150,4023,ESN,0.000994283,0,Lethal,4023,2858,0,0,0,0,150,530,165,599
AT2G03220,1677,CLB,0,0,Non-lethal,1677,276,0,0,0,0,61,205,21,82
AT2G03680,360,MRP,0,0,Non-lethal,360,597,0,0,0,0,5,16,34,120
AT2G03720,498,CLB,0.008032129,0,Non-lethal,498,364,0,0,0,0,18,58,22,80
AT2G03760,981,CND,0,0,Non-lethal,981,0,0,0,0,0,46,152,0,0
AT2G03800,954,CND,0,0,Non-lethal,954,960,0,0,0,0,36,121,62,218
AT2G03870,300,ESN,0,0,Lethal,300,785,0,0,0,0,10,32,44,153
AT2G04030,2589,ESN,0.001282874,0.000427625,Lethal,2343,1584,0,0,0,0,84,278,109,384
AT2G04270,4598,ESN,0.000713436,0,Lethal,3006,2048,0,0,0,0,102,349,117,416
AT2G04530,1065,ESN,0.00657277,0.000938967,Lethal,1065,739,0,0,0,0,37,123,43,154
AT2G04550,800,MRP,0,0,Non-lethal,774,527,0,0,0,0,21,72,37,126
AT2G04660,2598,ESN,0.000384911,0,Lethal,2598,1509,0,0,0,0,100,337,85,305
AT2G04842,1953,ESN,0,0.001536098,Lethal,1953,853,0,0,0,0,67,224,55,197
AT2G05210,1404,CLB,0.002136752,0,Non-lethal,1404,1434,0,0,0,0,58,193,75,277
AT2G05990,1173,MRP,0.000852515,0,Non-lethal,1173,1283,0,0,0,0,41,139,78,269
AT2G06050,1176,MRP,0,0,Non-lethal,1176,1556,0,0,0,0,32,106,127,522
AT2G06510,2126,MRP,0,0,Non-lethal,1923,552,0,0,0,0,71,232,33,116
AT2G06925,447,CND,0.020134228,0.002237136,Non-lethal,447,291,0,0,0,0,15,48,16,64
AT2G07050,2280,ESN,0.001315789,0,Lethal,2280,3387,0,0,0,0,79,265,191,662
AT2G13540,2547,CND,0.001963094,0,Non-lethal,2547,3214,0,0,0,0,91,310,172,607
AT2G13680,5772,MRP,0.000866251,0,Non-lethal,5772,5812,0,0,0,0,217,728,326,1168
AT2G14120,2662,CLB,0.002107926,0.000140528,Non-lethal,2430,3333,0,0,0,0,87,287,188,672
AT2G14540,1224,CND,0.009803922,0.00245098,Non-lethal,1224,245,0,0,0,0,53,181,21,74
AT2G14560,942,CND,0.004295533,0,Non-lethal,624,397,0,0,0,0,23,80,31,120
AT2G15290,891,ESN,0.001122334,0,Lethal,891,609,0,0,0,0,31,100,34,123
AT2G15570,845,MRP,0,0,Non-lethal,525,822,0,0,0,0,16,51,54,188
AT2G15790,1086,MRP,0,0.00092081,Non-lethal,1086,1612,0,0,0,0,43,143,93,333
AT2G15820,2550,ESN,0.000784314,0,Lethal,2550,77,0,0,1,0,99,325,8,27
AT2G16390,2667,CLB,0,0,Non-lethal,2667,878,0,0,0,0,113,373,59,207
AT2G16910,1716,MRP,0.002331002,0,Non-lethal,1716,641,0,0,0,0,42,138,41,148
AT2G17090,1398,ESN,0,0,Lethal,1398,813,0,0,0,0,60,195,42,157
AT2G17250,1734,ESN,0,0,Lethal,1734,1651,0,0,0,0,71,249,102,364
AT2G17265,1113,CND,0.001796945,0,Non-lethal,1113,0,0,0,0,0,40,126,0,0
AT2G17290,1635,CND,0.001223242,0,Non-lethal,1635,887,0,0,0,0,56,182,54,198
AT2G17430,1629,ESN,0.000613874,0.000613874,Non-lethal,1629,1112,0,0,0,0,65,213,74,261
AT2G17510,3403,ESN,0,0,Lethal,3039,3809,0,0,0,0,89,290,228,809
AT2G17870,906,CND,0.001103753,0,Non-lethal,906,0,0,0,0,0,23,77,0,0
AT2G17950,879,MRP,0.001137656,0.001137656,Non-lethal,879,693,0,0,0,0,14,44,42,165
AT2G18020,777,ESN,0,0,Lethal,777,233,0,0,0,0,12,37,13,43
AT2G18290,579,ESN,0.001727116,0,Lethal,579,996,0,0,0,0,27,90,55,208
AT2G18390,558,ESN,0,0,Lethal,558,482,0,0,0,0,18,59,23,83
AT2G18470,1902,CND,0.000525762,0,Non-lethal,1902,752,0,0,0,0,49,163,43,161
AT2G18510,1092,ESN,0,0,Lethal,1092,872,0,0,0,0,24,76,49,174
AT2G18710,1656,ESN,0,0,Lethal,1656,566,0,0,0,0,63,214,37,128
AT2G18790,3519,MRP,0,0,Non-lethal,3519,554,0,0,0,0,119,389,40,144
AT2G18950,1182,MRP,0.000846024,0,Non-lethal,1182,1375,0,0,0,0,46,160,106,382
AT2G19080,948,MRP,0,0,Non-lethal,948,981,0,0,0,0,38,128,50,167
AT2G19430,1104,CND,0.000905797,0,Non-lethal,1104,1420,0,0,0,0,43,141,87,301
AT2G19450,1563,ESN,0.001919386,0.001279591,Non-lethal,1563,1457,0,0,0,0,53,172,97,349
AT2G19520,1524,MRP,0.003937008,0,Non-lethal,1524,1706,0,0,0,0,36,115,102,354
AT2G19560,1242,MRP,0,0.001610306,Non-lethal,1242,1904,0,0,0,0,55,179,94,336
AT2G19570,906,CND,0.002207506,0,Non-lethal,906,0,0,0,0,0,27,83,0,0
AT2G19690,647,MRP,0,0,Non-lethal,447,863,0,0,0,0,14,49,46,160
AT2G19760,396,MRP,0,0.002525253,Non-lethal,396,598,0,0,0,0,11,35,25,91
AT2G19810,1080,CND,0.002777778,0,Non-lethal,1080,0,0,0,0,0,33,111,0,0
AT2G20000,2235,ESN,0,0,Lethal,2235,2342,0,0,0,0,80,263,129,470
AT2G20120,807,MRP,0.002478315,0,Non-lethal,807,947,0,0,0,0,22,70,50,174
AT2G20180,2112,CND,0.001464129,0,Non-lethal,1437,657,0,0,0,0,34,113,45,183
AT2G20190,4320,MRP,0.000462963,0,Non-lethal,4320,2632,0,0,0,0,150,510,140,502
AT2G20300,2235,MRP,0,0,Non-lethal,2235,1136,0,0,0,0,66,223,76,268
AT2G20310,1293,CND,0,0,Non-lethal,1293,463,0,0,0,1,37,125,29,112
AT2G20370,1860,CLB,0,0,Non-lethal,1860,0,0,0,0,0,52,170,0,0
AT2G20580,2676,ESN,0.001121076,0,Lethal,2676,2813,0,0,0,0,80,257,171,606
AT2G20585,328,ESN,0,0,Lethal,303,1013,0,0,0,0,7,21,66,244
AT2G20610,1581,MRP,0.001481481,0,Non-lethal,1389,760,0,0,0,0,42,139,48,173
AT2G20630,1011,CND,0,0,Non-lethal,873,1441,0,0,0,0,34,112,95,342
AT2G20750,816,CND,0,0,Non-lethal,816,430,0,0,0,0,13,40,34,122
AT2G20810,1611,CLB,0,0,Non-lethal,1611,73,0,0,0,0,49,161,6,20
AT2G20890,903,MRP,0.004429679,0,Non-lethal,903,500,0,0,0,0,30,99,22,81
AT2G20990,2623,CND,0,0,Non-lethal,1740,1263,0,0,0,0,61,204,62,220
AT2G21070,1682,MRP,0.000725163,0,Non-lethal,1542,1019,0,0,0,0,61,210,62,219
AT2G21150,1014,MRP,0.000986193,0,Non-lethal,1014,1511,0,0,0,0,27,92,78,289
AT2G21170,948,ESN,0,0,Lethal,948,1112,0,0,0,0,25,81,68,236
AT2G21470,2955,ESN,0.000511247,0,Lethal,2103,1282,0,0,0,0,74,252,75,264
AT2G21660,897,CND,0,0,Non-lethal,531,309,0,0,0,0,1,3,13,50
AT2G21710,1926,ESN,0,0,Lethal,1926,496,0,0,0,0,64,215,19,72
AT2G21790,2451,MRP,0.002855977,0.000815993,Non-lethal,2451,1601,1,0,0,0,84,277,76,253
AT2G21870,850,ESN,0,0,Lethal,723,1440,0,0,0,0,27,96,77,282
AT2G22010,4057,CND,0.000519818,0,Non-lethal,3852,1210,0,0,0,0,138,453,76,287
AT2G22125,6453,ESN,0.000309933,0,Non-lethal,6453,1315,0,0,0,0,189,628,74,267
AT2G22300,3099,MRP,0.000322685,0.000322685,Non-lethal,3099,1775,0,0,0,0,128,450,104,375
AT2G22410,2046,MRP,0.000488759,0,Non-lethal,2046,0,0,0,0,0,69,227,0,0
AT2G22540,890,MRP,0.005590496,0,Non-lethal,723,2464,0,0,0,0,17,57,151,557
AT2G22630,684,MRP,0,0,Non-lethal,684,2685,0,0,0,1,29,97,179,642
AT2G22640,258,CLB,0,0,Non-lethal,258,398,0,0,0,0,9,27,33,114
AT2G22770,963,CLB,0.004153686,0.001038422,Non-lethal,963,501,0,0,0,0,38,125,42,171
AT2G22780,1065,CND,0,0,Non-lethal,1065,864,0,0,0,0,32,102,56,197
AT2G22810,1425,MRP,0.003508772,0.000701754,Non-lethal,1425,257,0,0,0,0,63,215,18,60
AT2G22870,903,ESN,0.00110742,0,Lethal,903,543,0,0,0,0,42,138,48,168
AT2G22990,1750,CLB,0.018807018,0.000842105,Non-lethal,1377,2229,0,1,0,0,53,177,178,710
AT2G23380,2709,MRP,0.003691399,0.00036914,Non-lethal,2709,1839,0,0,0,0,111,380,122,453
AT2G24120,3066,ESN,0.000352734,0,Lethal,2982,2191,0,0,0,0,110,361,128,461
AT2G24270,1626,MRP,0,0,Non-lethal,1512,1084,0,0,0,0,49,156,63,227
AT2G24490,840,MRP,0.003571429,0,Non-lethal,840,926,0,0,0,0,26,90,62,233
AT2G24790,1548,CND,0,0,Non-lethal,885,103,0,0,0,0,29,92,7,23
AT2G24840,795,ESN,0.001257862,0.001257862,Lethal,795,0,0,0,0,0,41,145,0,0
AT2G25110,657,CND,0,0,Non-lethal,657,754,0,0,0,0,15,49,44,153
AT2G25170,4155,MRP,0,0,Non-lethal,4155,5778,0,0,0,0,163,575,327,1178
AT2G25180,1791,MRP,0.001116695,0,Non-lethal,1791,681,0,0,0,0,56,183,41,155
AT2G25490,1887,CND,0.000529942,0,Non-lethal,1887,371,0,0,0,0,60,205,22,79
AT2G25600,2667,ESN,0.000374953,0,Non-lethal,2667,1100,0,0,0,0,99,343,67,242
AT2G25660,6501,ESN,0.00061529,0,Lethal,6501,4434,0,0,0,0,274,944,244,872
AT2G25680,1371,CLB,0.001458789,0,Non-lethal,1371,0,0,0,0,0,47,153,0,0
AT2G25710,1104,ESN,0.002717391,0,Lethal,1104,1239,0,0,0,0,59,195,76,283
AT2G25840,1529,ESN,0.000546896,0,Lethal,1239,1996,0,0,0,0,37,125,121,434
AT2G25850,2592,ESN,0.00042008,0,Lethal,2403,1915,0,0,0,0,84,284,97,350
AT2G25930,2088,MRP,0.001436782,0.000478927,Non-lethal,2088,1632,0,0,0,0,65,217,83,296
AT2G26000,1440,ESN,0,0,Lethal,1440,2303,0,0,0,0,48,166,137,477
AT2G26060,1173,ESN,0.003859141,0,Lethal,1059,1669,0,0,0,0,30,98,92,335
AT2G26070,753,CND,0,0,Non-lethal,753,462,0,0,0,0,26,83,35,125
AT2G26140,2154,CND,0,0,Non-lethal,2154,1034,0,0,0,0,86,281,72,264
AT2G26150,1182,CND,0.001046572,0,Non-lethal,1038,324,0,0,0,0,36,114,23,80
AT2G26170,1715,MRP,0.001730703,0,Non-lethal,1569,851,0,0,0,0,56,181,74,273
AT2G26250,1653,MRP,0.001209921,0,Non-lethal,1653,608,0,0,0,0,42,142,53,212
AT2G26300,1152,ESN,0,0,Non-lethal,1152,2073,0,0,0,0,51,173,123,436
AT2G26330,2931,MRP,0.00034118,0,Non-lethal,2931,2598,0,0,0,0,90,292,154,581
AT2G26350,1146,ESN,0.001745201,0,Lethal,1146,1503,0,0,0,0,35,119,83,298
AT2G26460,1758,MRP,0.002844141,0,Non-lethal,1758,2107,0,0,0,0,64,209,123,452
AT2G26510,1759,ESN,0.002721088,0,Lethal,1656,1691,0,0,0,0,45,148,109,392
AT2G26550,1110,MRP,0,0.002061856,Non-lethal,1065,849,0,0,0,0,41,136,45,150
AT2G26570,2424,CLB,0,0,Non-lethal,2424,465,0,0,0,0,91,304,37,142
AT2G26650,2574,CLB,0.0003885,0,Non-lethal,2574,1906,0,0,0,0,98,315,122,454
AT2G26670,1129,MRP,0.001287001,0,Non-lethal,849,730,0,0,0,0,32,101,43,172
AT2G26710,1563,MRP,0.003838772,0,Non-lethal,1563,1151,0,1,0,0,52,182,100,401
AT2G26830,1125,ESN,0.001777778,0.001777778,Lethal,1125,2235,0,1,0,0,40,128,129,458
AT2G26890,7665,ESN,0.000391389,0.000260926,Lethal,7665,3850,0,0,0,0,221,732,213,772
AT2G26930,1152,ESN,0.000868056,0,Lethal,1152,1249,0,0,0,0,45,144,67,245
AT2G26990,1320,ESN,0,0,Lethal,1320,1409,0,0,0,0,46,151,79,291
AT2G27040,2775,CLB,0,0,Non-lethal,2775,2654,0,0,0,1,87,302,189,706
AT2G27050,1755,CND,0.001709402,0,Non-lethal,1755,275,0,0,0,0,61,194,22,97
AT2G27100,2163,MRP,0.000924642,0,Non-lethal,2163,1608,0,0,0,1,66,223,77,276
AT2G27150,3999,MRP,0,0,Non-lethal,3999,1064,0,0,0,0,144,490,67,246
AT2G27170,3615,ESN,0.00055325,0,Lethal,3615,4345,0,0,0,0,150,517,254,894
AT2G27230,1953,MRP,0.001536098,0,Non-lethal,1953,1118,0,0,0,0,69,226,81,303
AT2G27250,678,MRP,0.004678363,0,Non-lethal,291,268,0,0,0,0,9,29,11,40
AT2G27300,1008,MRP,0.003968254,0,Non-lethal,1008,531,0,0,0,0,35,124,42,144
AT2G28000,1761,ESN,0.002839296,0,Lethal,1761,821,0,0,0,0,42,138,56,206
AT2G28110,1347,MRP,0.004454343,0,Non-lethal,1347,271,0,0,0,0,59,208,23,96
AT2G28160,957,ESN,0,0,Lethal,957,239,0,0,0,0,31,104,20,69
AT2G28290,16675,MRP,0.003599712,0,Non-lethal,10725,5899,1.00E+00,0,0,0,384,1290,338,1260
AT2G28550,1518,MRP,0.01156515,0.00077101,Non-lethal,1395,689,0,0,0,0,42,144,55,221
AT2G28560,1423,CND,0.002011061,0,Non-lethal,1116,919,0,0,0,0,49,159,55,198
AT2G28610,735,MRP,0.005442177,0,Non-lethal,735,437,0,0,0,0,18,63,35,150
AT2G28670,2025,CND,0.002469136,0.003950617,Non-lethal,1344,0,0,0,0,0,30,99,0,0
AT2G28800,1736,MRP,0.000839631,0,Non-lethal,1389,1101,0,0,0,0,45,148,70,265
AT2G28880,2760,ESN,0,0,Lethal,2760,1700,0,0,0,0,108,364,103,364
AT2G28890,1965,MRP,0.000508906,0,Non-lethal,1965,299,0,0,1,0,82,269,18,65
AT2G28900,447,ESN,0,0,Lethal,447,590,0,0,0,0,11,36,37,142
AT2G29090,1449,CND,0.01242236,0,Non-lethal,1449,2898,0,1,0,0,39,137,186,750
AT2G29630,1935,ESN,0.001550388,0,Lethal,1935,843,0,0,0,0,55,178,46,169
AT2G29980,1284,CLB,0.004930966,0.000986193,Non-lethal,1161,1999,0,0,0,0,34,107,145,562
AT2G30020,1191,CLB,0.000839631,0,Non-lethal,1191,277,0,0,0,0,39,124,20,69
AT2G30110,3243,CND,0.000616713,0,Non-lethal,3243,1620,0,0,0,0,97,319,93,332
AT2G30200,1260,ESN,0.013089005,0,Lethal,1182,1139,0,0,0,0,33,111,67,240
AT2G30240,2496,CND,0.001602564,0,Non-lethal,2496,377,0,0,0,0,80,263,26,100
AT2G30280,1041,MRP,0,0.002881844,Non-lethal,1041,1392,0,0,0,0,42,134,89,315
AT2G30410,342,ESN,0,0,Lethal,342,728,0,0,0,0,11,37,42,139
AT2G30432,255,CLB,0.003921569,0,Non-lethal,255,1043,0,0,0,0,10,30,79,311
AT2G30490,1518,MRP,0.001317523,0,Non-lethal,1518,305,0,0,0,0,45,140,16,62
AT2G30520,2157,CND,0.002372479,0.00118624,Non-lethal,1782,872,0,0,0,0,52,177,56,209
AT2G30570,402,CLB,0,0,Non-lethal,402,326,0,0,0,0,13,39,25,83
AT2G30770,1512,CND,0,0,Non-lethal,1512,586,0,0,0,0,53,178,44,161
AT2G30920,969,ESN,0,0,Lethal,969,1447,0,0,0,0,30,99,77,276
AT2G30950,2088,MRP,0,0,Non-lethal,2088,566,0,0,0,0,70,227,32,112
AT2G31060,2476,ESN,0,0,Lethal,2016,3033,0,0,0,0,63,208,186,636
AT2G31170,1776,ESN,0.000690131,0,Lethal,1692,1366,0,0,0,0,59,198,85,296
AT2G31190,1434,MRP,0,0,Non-lethal,1302,922,0,0,0,0,46,150,59,208
AT2G31260,2601,CND,0.00153787,0.000384468,Non-lethal,2601,2141,0,0,0,0,98,318,125,445
AT2G31305,324,ESN,0,0,Lethal,324,400,0,0,0,0,11,35,30,101
AT2G31340,1680,ESN,0,0,Lethal,1680,1555,0,0,0,0,50,170,100,351
AT2G31380,717,CND,0,0,Non-lethal,717,436,0,0,0,0,17,55,30,102
AT2G31400,2757,CND,0.000362713,0,Non-lethal,2757,593,0,0,0,0,106,345,36,132
AT2G31530,1728,ESN,0,0,Lethal,1728,1521,0,0,0,0,65,221,89,309
AT2G31650,3189,MRP,0.002508623,0,Non-lethal,3189,3545,0,0,0,0,98,338,212,764
AT2G31660,3123,CND,0.000960615,0,Non-lethal,3123,3712,0,0,0,0,133,451,191,709
AT2G31865,1770,CND,0.001262626,0,Non-lethal,1599,1084,0,0,0,0,54,190,69,255
AT2G31870,1789,MRP,0.000607718,0,Non-lethal,1647,2111,0,0,0,0,69,229,115,419
AT2G31970,3951,MRP,0.000506201,0.001012402,Non-lethal,3951,4208,0,0,0,0,187,631,250,886
AT2G32590,2016,ESN,0.000496032,0,Lethal,2016,1774,0,0,0,0,93,317,118,423
AT2G32700,2672,MRP,0,0,Non-lethal,2421,2385,0,0,0,0,87,296,139,517
AT2G32940,2637,CLB,0.001137656,0.000758438,Non-lethal,2637,2483,0,0,0,0,81,289,152,551
AT2G32950,2028,ESN,0.000493097,0,Lethal,2028,3255,0,0,0,0,72,245,167,592
AT2G33100,3111,ESN,0.00064288,0,Lethal,3111,440,0,0,0,0,95,315,32,116
AT2G33150,1389,ESN,0.002159827,0.001439885,Lethal,1389,1781,0,1,0,0,37,120,89,322
AT2G33430,660,ESN,0,0,Lethal,660,1338,0,0,0,0,17,53,71,245
AT2G33460,675,CLB,0.001481481,0,Non-lethal,675,398,0,0,1,0,25,85,27,111
AT2G33540,3726,MRP,0.000805153,0.000268384,Non-lethal,3726,991,0,0,0,0,142,480,56,218
AT2G33770,2724,CLB,0.001101322,0.000734214,Non-lethal,2724,1380,0,0,0,0,90,306,81,291
AT2G33800,912,ESN,0,0,Lethal,912,516,0,0,0,0,23,71,29,104
AT2G33860,1827,MRP,0,0,Non-lethal,1827,1343,0,0,0,0,50,163,94,337
AT2G33880,1137,ESN,0.001759015,0,Lethal,1137,822,0,0,0,0,27,88,53,194
AT2G34220,2262,ESN,0,0.000884173,Lethal,2262,348,0,0,0,0,96,327,23,84
AT2G34470,1032,CND,0,0,Non-lethal,831,681,0,0,0,0,22,69,36,123
AT2G34490,1500,CLB,0.004,0,Non-lethal,1500,0,0,0,0,0,47,157,0,0
AT2G34640,1584,ESN,0.000631313,0,Lethal,1584,879,0,0,0,0,57,194,59,207
AT2G34650,1317,ESN,0.000759301,0.001518603,Lethal,1317,307,0,0,0,0,46,160,20,89
AT2G34660,4872,CND,0,0,Non-lethal,4872,4249,0,0,0,0,167,547,256,909
AT2G34680,5127,ESN,0.002730642,0.000195046,Lethal,5127,6769,0,0,0,0,162,529,416,1527
AT2G34690,621,ESN,0.003220612,0,Lethal,621,734,0,0,0,0,18,61,50,173
AT2G34780,5037,ESN,0.001840894,0,Lethal,3894,1061,0,0,0,0,174,619,75,279
AT2G34790,1599,ESN,0.000625391,0,Lethal,1599,1641,0,0,0,1,54,171,124,465
AT2G35000,1137,CND,0.00351803,0,Non-lethal,1137,0,0,0,0,0,32,109,0,0
AT2G35035,1188,CND,0,0,Non-lethal,885,774,0,0,0,0,24,83,51,165
AT2G35070,477,ESN,0,0,Lethal,477,624,0,0,0,0,15,52,36,130
AT2G35100,1344,CLB,0.000744048,0,Non-lethal,1344,228,0,0,0,0,41,137,8,27
AT2G35210,1305,ESN,0.000868056,0,Non-lethal,1188,553,0,0,0,0,50,169,32,119
AT2G35230,2097,ESN,0,0,Non-lethal,1209,0,0,0,0,0,22,72,0,0
AT2G35350,2352,MRP,0,0,Non-lethal,2352,405,0,0,0,0,73,235,16,58
AT2G35510,1707,MRP,0,0,Non-lethal,1707,1356,0,0,0,0,64,212,79,276
AT2G35630,5937,ESN,0.000168435,0,Non-lethal,5937,7597,0,0,0,0,246,839,427,1532
AT2G35650,1671,ESN,0.001795332,0,Lethal,1671,892,0,0,0,0,42,142,57,201
AT2G35670,2268,ESN,0.007495591,0.002204586,Lethal,2268,1570,0,0,0,0,79,281,116,453
AT2G35720,1617,CND,0,0,Non-lethal,1617,1367,0,0,0,0,56,191,88,309
AT2G35930,1236,CND,0,0,Non-lethal,1236,0,0,0,0,0,31,104,0,0
AT2G35940,2043,CND,0.000978953,0.000489476,Non-lethal,2043,877,0,0,0,0,48,153,52,207
AT2G36000,1959,ESN,0,0.001020929,Lethal,1002,92,0,0,0,0,35,110,7,29
AT2G36120,768,MRP,0,0,Non-lethal,768,0,0,0,0,0,6,20,0,0
AT2G36190,1776,CLB,0,0,Non-lethal,1776,1059,0,3,0,0,68,221,68,264
AT2G36230,915,ESN,0.001092896,0,Lethal,915,717,0,0,0,0,26,82,38,129
AT2G36270,1329,CND,0,0,Non-lethal,1329,1045,0,0,0,0,33,107,76,269
AT2G36390,2577,CLB,0,0.000388048,Non-lethal,2577,3081,0,0,0,0,75,255,166,570
AT2G36490,4182,CLB,0.00286944,0,Non-lethal,4182,2074,0,0,0,0,157,542,130,480
