gene,CDS length,essentiality,SNV,InDel,lethal,Local CDS length,Local Intron length,Monroe CDS Count,Monroe intron Count,Weng CDS Count,Weng intron Count,Monroe CDS SNM Count,Monroe intron SNM Count,Weng CDS SNM Count,Weng intron SNM Count,Monroe CDS INDEL Count,Monroe intron INDEL Count,Weng CDS INDEL Count,Weng intron INDEL Count
AT1G68540,1238,MRP,0,0,Non-lethal,966,251,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68560,2748,MRP,0.001091703,0,Non-lethal,2748,715,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68640,1359,MRP,0.000735835,0.000735835,Non-lethal,1359,1206,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68720,3924,MRP,0.000509684,0.000254842,Non-lethal,3924,350,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68725,747,MRP,0.016064257,0,Non-lethal,747,86,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68730,513,ESN,0,0,Lethal,513,295,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68765,234,MRP,0,0,Non-lethal,234,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68800,1071,MRP,0.000933707,0,Non-lethal,1071,95,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68890,5148,MRP,0,0,Non-lethal,5148,4418,0,0,0,0,0,0,0,0,0,0,0,0
AT1G68990,3019,ESN,0.000679925,0.000339963,Lethal,2952,2305,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69120,771,MRP,0.010376135,0,Non-lethal,771,2756,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69180,546,MRP,0.005494505,0,Non-lethal,546,661,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69190,1455,CND,0.000687285,0,Non-lethal,1455,124,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69270,1623,CND,0,0,Non-lethal,1623,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69390,690,CLB,0,0,Non-lethal,690,874,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69440,2973,MRP,0.000336361,0.000336361,Non-lethal,2973,479,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69490,807,MRP,0,0,Non-lethal,807,183,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69500,1575,MRP,0.008888889,0.001269841,Non-lethal,1575,375,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69770,2520,CLB,0,0,Non-lethal,2520,2504,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69870,1863,CND,0.002147075,0,Non-lethal,1863,2027,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69935,579,MRP,0,0,Non-lethal,579,432,0,0,0,0,0,0,0,0,0,0,0,0
AT1G69940,1086,ESN,0,0,Non-lethal,1086,337,0,0,0,0,0,0,0,0,0,0,0,0
AT1G70070,3516,ESN,0,0,Lethal,3516,617,0,0,0,0,0,0,0,0,0,0,0,0
AT1G70170,1137,MRP,0.000879507,0,Non-lethal,1137,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G70210,1020,MRP,0,0,Non-lethal,1020,946,0,0,0,0,0,0,0,0,0,0,0,0
AT1G70460,2133,CLB,0.002344116,0.000468823,Non-lethal,2133,707,0,0,0,0,0,0,0,0,0,0,0,0
AT1G70560,1176,MRP,0.006802721,0,Non-lethal,1176,1250,0,0,0,0,0,0,0,0,0,0,0,0
AT1G70910,486,MRP,0,0,Non-lethal,486,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G70940,1923,MRP,0.001040042,0,Non-lethal,1923,779,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71100,804,MRP,0.002487562,0,Non-lethal,804,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71230,1077,CLB,0,0,Non-lethal,1077,619,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71270,2124,ESN,0,0,Lethal,2124,3958,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71440,1596,ESN,0.004385965,0,Lethal,1596,1507,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71720,1503,MRP,0.000665336,0,Lethal,1503,647,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71880,1542,ESN,0.007782101,0,Non-lethal,1542,225,0,0,0,0,0,0,0,0,0,0,0,0
AT1G72320,2450,MRP,0.000450857,0,Non-lethal,2262,1603,0,0,0,0,0,0,0,0,0,0,0,0
AT1G72440,3132,ESN,0,0,Lethal,3132,2140,0,0,0,0,0,0,0,0,0,0,0,0
AT1G72560,2967,MRP,0.000337041,0,Non-lethal,2967,1586,0,0,0,0,0,0,0,0,0,0,0,0
AT1G72770,1662,CND,0.001397624,0,Non-lethal,1536,709,0,0,0,0,0,0,0,0,0,0,0,0
AT1G72970,2273,MRP,0.005159071,0,Non-lethal,1785,1050,0,0,0,0,0,0,0,0,0,0,0,0
AT1G73060,1077,MRP,0,0,Non-lethal,1077,1155,0,0,0,0,0,0,0,0,0,0,0,0
AT1G73177,192,MRP,0,0,Non-lethal,192,851,0,0,0,0,0,0,0,0,0,0,0,0
AT1G73360,2169,CLB,0.000461042,0,Non-lethal,2169,759,0,0,0,0,0,0,0,0,0,0,0,0
AT1G73590,1869,MRP,0.002140182,0,Non-lethal,1869,1236,0,0,0,0,0,0,0,0,0,0,0,0
AT1G73660,3093,CND,0,0.000323311,Non-lethal,3093,1379,0,0,0,0,0,0,0,0,0,0,0,0
AT1G73720,1536,MRP,0.000651042,0,Non-lethal,1536,3128,0,0,0,0,0,0,0,0,0,0,0,0
AT1G73730,1704,CND,0.001760563,0,Non-lethal,1704,317,0,0,1,0,0,0,1,0,0,0,0,0
AT1G73840,1167,MRP,0.000856898,0,Non-lethal,1167,1225,0,0,0,1,0,0,0,1,0,0,0,0
AT1G73990,2034,CLB,0,0,Non-lethal,2034,2309,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74030,1434,CLB,0,0,Non-lethal,1434,1003,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74260,4224,ESN,0.003077652,0,Lethal,4224,536,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74310,2736,CND,0.000730994,0,Non-lethal,2736,518,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74710,2016,CND,0.000558815,0,Non-lethal,1869,1703,0,3,0,0,0,3,0,0,0,0,0,0
AT1G74720,3246,MRP,0.000616143,0,Non-lethal,3246,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74850,2589,ESN,0.00038625,0,Lethal,2589,489,0,1,0,0,0,1,0,0,0,0,0,0
AT1G74900,1362,ESN,0,0,Non-lethal,1362,87,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74920,1634,CND,0,0,Non-lethal,1506,1893,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74960,1626,ESN,0,0,Lethal,1626,1997,0,0,0,0,0,0,0,0,0,0,0,0
AT1G74970,627,ESN,0,0,Lethal,627,815,0,0,0,0,0,0,0,0,0,0,0,0
AT1G75010,2226,CLB,0,0,Non-lethal,2226,2722,0,0,0,0,0,0,0,0,0,0,0,0
AT1G75100,1956,CND,0.003578732,0,Non-lethal,1956,706,0,0,1,0,0,0,1,0,0,0,0,0
AT1G75350,435,ESN,0,0,Lethal,435,90,0,0,0,0,0,0,0,0,0,0,0,0
AT1G75380,978,CND,0,0,Non-lethal,978,1107,0,0,0,0,0,0,0,0,0,0,0,0
AT1G75500,1170,CND,0,0,Non-lethal,1170,640,0,0,0,0,0,0,0,0,0,0,0,0
AT1G75540,996,CND,0.003012048,0.001004016,Non-lethal,996,344,1,0,0,1,0,0,0,1,1,0,0,0
AT1G75660,3063,ESN,0.001958864,0,Lethal,3063,3474,0,0,0,0,0,0,0,0,0,0,0,0
AT1G75820,2943,MRP,0,0,Non-lethal,2943,79,0,0,0,0,0,0,0,0,0,0,0,0
AT1G75950,483,MRP,0,0,Non-lethal,483,257,0,0,0,0,0,0,0,0,0,0,0,0
AT1G76030,1461,CND,0,0,Non-lethal,1461,1497,0,0,0,0,0,0,0,0,0,0,0,0
AT1G76060,474,ESN,0.002109705,0,Lethal,474,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G76260,1053,CND,0.005698006,0,Non-lethal,1053,1583,0,0,0,0,0,0,0,0,0,0,0,0
AT1G76420,1005,MRP,0,0,Non-lethal,1005,802,0,0,0,0,0,0,0,0,0,0,0,0
AT1G76490,1929,MRP,0.003628823,0,Non-lethal,1929,477,0,0,0,0,0,0,0,0,0,0,0,0
AT1G76620,1584,MRP,0.001893939,0,Non-lethal,1584,761,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77080,1096,MRP,0,0,Non-lethal,591,3576,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77140,1710,ESN,0,0,Lethal,1710,1809,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77180,3378,MRP,0,0,Lethal,1842,299,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77300,5539,MRP,0.000403063,0,Non-lethal,5418,3590,0,2,0,0,0,2,0,0,0,0,0,0
AT1G77390,1329,MRP,0,0.000752445,Non-lethal,1329,905,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77470,1110,ESN,0,0,Lethal,1110,1020,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77490,1281,CND,0.00156128,0,Non-lethal,1281,1078,0,0,0,0,0,0,0,0,0,0,0,0
AT1G77860,1056,MRP,0,0,Non-lethal,1056,760,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78000,1962,CLB,0,0,Non-lethal,1962,1121,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78240,2055,ESN,0,0,Lethal,2055,896,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78290,1032,CND,0.004844961,0,Non-lethal,1032,421,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78390,1974,CLB,0.001013171,0,Non-lethal,1974,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78570,2010,MRP,0.000497512,0,Non-lethal,2010,327,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78580,2829,ESN,0.001060445,0.001413927,Lethal,2829,5383,0,4,0,0,0,4,0,0,0,0,0,0
AT1G78590,954,CND,0,0,Non-lethal,954,832,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78630,726,ESN,0,0,Lethal,726,684,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78770,1632,ESN,0,0.000612745,Lethal,1632,2221,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78870,639,CND,0,0,Non-lethal,465,1150,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78900,1872,ESN,0.003205128,0,Lethal,1872,2392,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79000,5341,MRP,0.003294574,0.000387597,Non-lethal,5226,2350,0,0,1,0,0,0,1,0,0,0,0,0
AT1G79040,423,CLB,0,0,Non-lethal,423,274,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79230,1439,ESN,0,0,Lethal,1140,1716,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79280,6585,MRP,0.003647898,0,Non-lethal,6348,7286,0,1,0,0,0,0,0,0,0,1,0,0
AT1G79350,3888,ESN,0.003343621,0,Lethal,3888,4499,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79440,1587,MRP,0.010712035,0.001260239,Non-lethal,1587,3164,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79460,2358,MRP,0,0,Non-lethal,2358,1620,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79490,2511,ESN,0.001592991,0,Lethal,2511,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79560,3027,ESN,0.001982161,0,Lethal,3027,2306,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79580,1116,CLB,0,0,Non-lethal,1116,1013,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79650,1316,MRP,0.000897263,0,Non-lethal,1188,1539,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79810,1053,ESN,0,0,Lethal,1002,1211,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79840,2409,CLB,0.001530055,0,Non-lethal,2331,1590,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79850,450,MRP,0,0.002222222,Non-lethal,450,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G79940,2625,ESN,0.000501442,0,Lethal,2064,1470,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80070,7080,ESN,0.000847458,0,Lethal,7080,2443,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80080,1491,CLB,0,0,Non-lethal,1491,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80100,599,CLB,0,0,Non-lethal,465,370,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80260,2988,ESN,0,0,Lethal,2988,1600,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80350,1572,MRP,0.000636132,0,Non-lethal,1572,980,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80380,2128,ESN,0.001426243,0,Lethal,1371,1082,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80410,2936,ESN,0,0.000368324,Lethal,2736,4318,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80420,1112,CND,0,0,Non-lethal,1062,987,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80680,3141,MRP,0.00031837,0,Non-lethal,3141,1130,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80760,918,CND,0,0,Non-lethal,918,458,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80770,1426,MRP,0.000825083,0,Non-lethal,1356,1165,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80830,1599,CND,0.000625391,0,Non-lethal,1599,980,0,1,0,0,0,0,0,0,0,1,0,0
AT2G01110,1023,ESN,0,0,Lethal,1023,280,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01140,1176,MRP,0,0,Non-lethal,1176,310,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01190,2163,ESN,0,0,Lethal,2163,111,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01290,798,MRP,0,0,Non-lethal,798,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01350,1420,ESN,0,0,Lethal,1047,831,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01390,1734,ESN,0.000576701,0,Lethal,1734,148,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01420,3034,ESN,0.006233062,0,Non-lethal,1851,871,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01570,1764,MRP,0.000566893,0,Non-lethal,1764,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01735,1080,ESN,0,0.000925926,Lethal,1080,317,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01830,3786,MRP,0.000312793,0.000312793,Non-lethal,3243,1442,0,0,1,0,0,0,1,0,0,0,0,0
AT2G01860,1461,ESN,0,0,Lethal,1461,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01918,564,CLB,0.003546099,0,Non-lethal,564,861,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01940,2815,MRP,0.012533333,0.000533333,Non-lethal,1341,925,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01950,3432,MRP,0.002039627,0.000291375,Non-lethal,3432,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01980,3441,CND,0,0,Non-lethal,3441,2635,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02150,2286,ESN,0.001312336,0,Lethal,2286,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02220,3027,MRP,0.004294681,0.00066072,Non-lethal,3027,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02480,3657,CLB,0.000273448,0.000273448,Non-lethal,3657,730,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02500,909,ESN,0.0110011,0,Lethal,909,1162,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02560,3830,MRP,0.000273448,0,Non-lethal,3660,3714,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02810,999,CLB,0,0.001001001,Non-lethal,999,648,0,0,0,1,0,0,0,1,0,0,0,0
AT2G02950,1320,CND,0,0,Non-lethal,1320,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02955,2001,ESN,0,0.001999,Lethal,2001,180,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03050,852,ESN,0.001173709,0,Lethal,852,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03120,1035,ESN,0.000966184,0,Lethal,1035,1495,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03150,4023,ESN,0.000994283,0,Lethal,4023,2858,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03220,1677,CLB,0,0,Non-lethal,1677,276,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03680,360,MRP,0,0,Non-lethal,360,597,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03720,498,CLB,0.008032129,0,Non-lethal,498,364,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03760,981,CND,0,0,Non-lethal,981,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03800,954,CND,0,0,Non-lethal,954,960,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03870,300,ESN,0,0,Lethal,300,785,0,0,0,0,0,0,0,0,0,0,0,0
AT2G04030,2589,ESN,0.001282874,0.000427625,Lethal,2343,1584,0,0,0,0,0,0,0,0,0,0,0,0
AT2G04270,4598,ESN,0.000713436,0,Lethal,3006,2048,0,0,0,0,0,0,0,0,0,0,0,0
AT2G04530,1065,ESN,0.00657277,0.000938967,Lethal,1065,739,0,0,0,0,0,0,0,0,0,0,0,0
AT2G04550,800,MRP,0,0,Non-lethal,774,527,0,0,0,0,0,0,0,0,0,0,0,0
AT2G04660,2598,ESN,0.000384911,0,Lethal,2598,1509,0,0,0,0,0,0,0,0,0,0,0,0
AT2G04842,1953,ESN,0,0.001536098,Lethal,1953,853,0,0,0,0,0,0,0,0,0,0,0,0
AT2G05210,1404,CLB,0.002136752,0,Non-lethal,1404,1434,0,0,0,0,0,0,0,0,0,0,0,0
AT2G05990,1173,MRP,0.000852515,0,Non-lethal,1173,1283,0,0,0,0,0,0,0,0,0,0,0,0
AT2G06050,1176,MRP,0,0,Non-lethal,1176,1556,0,0,0,0,0,0,0,0,0,0,0,0
AT2G06510,2126,MRP,0,0,Non-lethal,1923,552,0,0,0,0,0,0,0,0,0,0,0,0
AT2G06925,447,CND,0.020134228,0.002237136,Non-lethal,447,291,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07050,2280,ESN,0.001315789,0,Lethal,2280,3387,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13540,2547,CND,0.001963094,0,Non-lethal,2547,3214,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13680,5772,MRP,0.000866251,0,Non-lethal,5772,5812,0,0,0,0,0,0,0,0,0,0,0,0
AT2G14120,2662,CLB,0.002107926,0.000140528,Non-lethal,2430,3333,0,0,0,0,0,0,0,0,0,0,0,0
AT2G14540,1224,CND,0.009803922,0.00245098,Non-lethal,1224,245,0,0,0,0,0,0,0,0,0,0,0,0
AT2G14560,942,CND,0.004295533,0,Non-lethal,624,397,0,0,0,0,0,0,0,0,0,0,0,0
AT2G15290,891,ESN,0.001122334,0,Lethal,891,609,0,0,0,0,0,0,0,0,0,0,0,0
AT2G15570,845,MRP,0,0,Non-lethal,525,822,0,0,0,0,0,0,0,0,0,0,0,0
AT2G15790,1086,MRP,0,0.00092081,Non-lethal,1086,1612,0,0,0,0,0,0,0,0,0,0,0,0
AT2G15820,2550,ESN,0.000784314,0,Lethal,2550,77,0,0,1,0,0,0,1,0,0,0,0,0
AT2G16390,2667,CLB,0,0,Non-lethal,2667,878,0,0,0,0,0,0,0,0,0,0,0,0
AT2G16910,1716,MRP,0.002331002,0,Non-lethal,1716,641,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17090,1398,ESN,0,0,Lethal,1398,813,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17250,1734,ESN,0,0,Lethal,1734,1651,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17265,1113,CND,0.001796945,0,Non-lethal,1113,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17290,1635,CND,0.001223242,0,Non-lethal,1635,887,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17430,1629,ESN,0.000613874,0.000613874,Non-lethal,1629,1112,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17510,3403,ESN,0,0,Lethal,3039,3809,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17870,906,CND,0.001103753,0,Non-lethal,906,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17950,879,MRP,0.001137656,0.001137656,Non-lethal,879,693,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18020,777,ESN,0,0,Lethal,777,233,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18290,579,ESN,0.001727116,0,Lethal,579,996,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18390,558,ESN,0,0,Lethal,558,482,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18470,1902,CND,0.000525762,0,Non-lethal,1902,752,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18510,1092,ESN,0,0,Lethal,1092,872,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18710,1656,ESN,0,0,Lethal,1656,566,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18790,3519,MRP,0,0,Non-lethal,3519,554,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18950,1182,MRP,0.000846024,0,Non-lethal,1182,1375,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19080,948,MRP,0,0,Non-lethal,948,981,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19430,1104,CND,0.000905797,0,Non-lethal,1104,1420,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19450,1563,ESN,0.001919386,0.001279591,Non-lethal,1563,1457,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19520,1524,MRP,0.003937008,0,Non-lethal,1524,1706,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19560,1242,MRP,0,0.001610306,Non-lethal,1242,1904,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19570,906,CND,0.002207506,0,Non-lethal,906,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19690,647,MRP,0,0,Non-lethal,447,863,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19760,396,MRP,0,0.002525253,Non-lethal,396,598,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19810,1080,CND,0.002777778,0,Non-lethal,1080,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20000,2235,ESN,0,0,Lethal,2235,2342,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20120,807,MRP,0.002478315,0,Non-lethal,807,947,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20180,2112,CND,0.001464129,0,Non-lethal,1437,657,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20190,4320,MRP,0.000462963,0,Non-lethal,4320,2632,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20300,2235,MRP,0,0,Non-lethal,2235,1136,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20310,1293,CND,0,0,Non-lethal,1293,463,0,0,0,1,0,0,0,1,0,0,0,0
AT2G20370,1860,CLB,0,0,Non-lethal,1860,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20580,2676,ESN,0.001121076,0,Lethal,2676,2813,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20585,328,ESN,0,0,Lethal,303,1013,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20610,1581,MRP,0.001481481,0,Non-lethal,1389,760,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20630,1011,CND,0,0,Non-lethal,873,1441,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20750,816,CND,0,0,Non-lethal,816,430,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20810,1611,CLB,0,0,Non-lethal,1611,73,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20890,903,MRP,0.004429679,0,Non-lethal,903,500,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20990,2623,CND,0,0,Non-lethal,1740,1263,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21070,1682,MRP,0.000725163,0,Non-lethal,1542,1019,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21150,1014,MRP,0.000986193,0,Non-lethal,1014,1511,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21170,948,ESN,0,0,Lethal,948,1112,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21470,2955,ESN,0.000511247,0,Lethal,2103,1282,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21660,897,CND,0,0,Non-lethal,531,309,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21710,1926,ESN,0,0,Lethal,1926,496,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21790,2451,MRP,0.002855977,0.000815993,Non-lethal,2451,1601,1,0,0,0,1,0,0,0,0,0,0,0
AT2G21870,850,ESN,0,0,Lethal,723,1440,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22010,4057,CND,0.000519818,0,Non-lethal,3852,1210,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22125,6453,ESN,0.000309933,0,Non-lethal,6453,1315,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22300,3099,MRP,0.000322685,0.000322685,Non-lethal,3099,1775,0,1,0,0,0,0,0,0,0,1,0,0
AT2G22410,2046,MRP,0.000488759,0,Non-lethal,2046,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22540,890,MRP,0.005590496,0,Non-lethal,723,2464,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22630,684,MRP,0,0,Non-lethal,684,2685,0,0,0,1,0,0,0,1,0,0,0,0
AT2G22640,258,CLB,0,0,Non-lethal,258,398,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22770,963,CLB,0.004153686,0.001038422,Non-lethal,963,501,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22780,1065,CND,0,0,Non-lethal,1065,864,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22810,1425,MRP,0.003508772,0.000701754,Non-lethal,1425,257,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22870,903,ESN,0.00110742,0,Lethal,903,543,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22990,1750,CLB,0.018807018,0.000842105,Non-lethal,1377,2229,0,1,0,0,0,1,0,0,0,0,0,0
AT2G23380,2709,MRP,0.003691399,0.00036914,Non-lethal,2709,1839,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24120,3066,ESN,0.000352734,0,Lethal,2982,2191,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24270,1626,MRP,0,0,Non-lethal,1512,1084,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24490,840,MRP,0.003571429,0,Non-lethal,840,926,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24790,1548,CND,0,0,Non-lethal,885,103,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24840,795,ESN,0.001257862,0.001257862,Lethal,795,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25110,657,CND,0,0,Non-lethal,657,754,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25170,4155,MRP,0,0,Non-lethal,4155,5778,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25180,1791,MRP,0.001116695,0,Non-lethal,1791,681,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25490,1887,CND,0.000529942,0,Non-lethal,1887,371,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25600,2667,ESN,0.000374953,0,Non-lethal,2667,1100,0,0,0,0,0,0,0,0,0,0,0,0
